Date,Open Price,High Price,Low Price,Close Price,Adj Close Price,Volume
10/17/2019,1796.48999,1798.849976,1782.02002,1787.47998,1787.47998,2647400
10/18/2019,1787.800049,1793.97998,1749.199951,1757.51001,1757.51001,3362500
10/21/2019,1769.660034,1785.880005,1765,1785.660034,1785.660034,2130400
10/22/2019,1788.150024,1789.780029,1762,1765.72998,1765.72998,2111700
10/23/2019,1761.300049,1770.050049,1742,1762.170044,1762.170044,2138200
10/24/2019,1771.089966,1788.339966,1760.27002,1780.780029,1780.780029,4446100
10/25/2019,1697.550049,1764.209961,1695,1761.329956,1761.329956,9626400
10/28/2019,1748.060059,1778.699951,1742.5,1777.079956,1777.079956,3708900
10/29/2019,1774.810059,1777,1755.810059,1762.709961,1762.709961,2276900
10/30/2019,1760.23999,1782.380005,1759.119995,1779.98999,1779.98999,2449400
10/31/2019,1775.98999,1792,1771.47998,1776.660034,1776.660034,2781200
11/1/2019,1788.01001,1797.449951,1785.209961,1791.439941,1791.439941,2790400
11/4/2019,1801.01001,1815.060059,1801.01001,1804.660034,1804.660034,2771900
11/5/2019,1809.160034,1810.25,1794,1801.709961,1801.709961,1885500
11/6/2019,1801,1802.5,1788.579956,1795.77002,1795.77002,2029800
11/7/2019,1803.76001,1805.900024,1783.47998,1788.199951,1788.199951,2651100
11/8/2019,1787.890015,1789.880005,1774.040039,1785.880005,1785.880005,2123300
11/11/2019,1778,1780,1767.130005,1771.650024,1771.650024,1946000
11/12/2019,1774.660034,1786.219971,1771.910034,1778,1778,2037600
11/13/2019,1773.390015,1775,1747.319946,1753.109985,1753.109985,2989500
11/14/2019,1751.430054,1766.589966,1749.560059,1754.599976,1754.599976,2264800
11/15/2019,1760.050049,1761.680054,1732.859985,1739.48999,1739.48999,3927600
11/18/2019,1738.300049,1753.699951,1722.709961,1752.530029,1752.530029,2839500
11/19/2019,1756.98999,1760.680054,1743.030029,1752.790039,1752.790039,2270800
11/20/2019,1749.140015,1762.52002,1734.119995,1745.530029,1745.530029,2790000
11/21/2019,1743,1746.869995,1730.359985,1734.709961,1734.709961,2662900
11/22/2019,1739.02002,1746.430054,1731,1745.719971,1745.719971,2479100
11/25/2019,1753.25,1777.420044,1753.23999,1773.839966,1773.839966,3486200
11/26/2019,1779.920044,1797.030029,1778.349976,1796.939941,1796.939941,3181200
11/27/2019,1801,1824.5,1797.310059,1818.51001,1818.51001,3025600
11/29/2019,1817.780029,1824.689941,1800.790039,1800.800049,1800.800049,1923400
12/2/2019,1804.400024,1805.550049,1762.680054,1781.599976,1781.599976,3925600
12/3/2019,1760,1772.869995,1747.22998,1769.959961,1769.959961,3380900
12/4/2019,1774.01001,1789.089966,1760.219971,1760.689941,1760.689941,2670100
12/5/2019,1763.5,1763.5,1740,1740.47998,1740.47998,2823800
12/6/2019,1751.199951,1754.400024,1740.130005,1751.599976,1751.599976,3117400
12/9/2019,1750.660034,1766.890015,1745.609985,1749.51001,1749.51001,2442800
12/10/2019,1747.400024,1750.670044,1735,1739.209961,1739.209961,2514300
12/11/2019,1741.670044,1750,1735.709961,1748.719971,1748.719971,2097600
12/12/2019,1750,1764,1745.439941,1760.329956,1760.329956,3095900
12/13/2019,1765,1768.98999,1755,1760.939941,1760.939941,2745700
12/16/2019,1767,1769.5,1757.050049,1769.209961,1769.209961,3145200
12/17/2019,1778.01001,1792,1777.390015,1790.660034,1790.660034,3644400
12/18/2019,1795.02002,1798.199951,1782.359985,1784.030029,1784.030029,3351400
12/19/2019,1780.5,1792.98999,1774.060059,1792.280029,1792.280029,2652800
12/20/2019,1799.619995,1802.969971,1782.449951,1786.5,1786.5,5150800
12/23/2019,1788.26001,1793,1784.51001,1793,1793,2136400
12/24/2019,1793.810059,1795.569946,1787.579956,1789.209961,1789.209961,881300
12/26/2019,1801.01001,1870.459961,1799.5,1868.77002,1868.77002,6005400
12/27/2019,1882.920044,1901.400024,1866.01001,1869.800049,1869.800049,6186600
12/30/2019,1874,1884,1840.619995,1846.890015,1846.890015,3674700
12/31/2019,1842,1853.26001,1832.22998,1847.839966,1847.839966,2506500
1/2/2020,1875,1898.01001,1864.150024,1898.01001,1898.01001,4029000
1/3/2020,1864.5,1886.199951,1864.5,1874.969971,1874.969971,3764400
1/6/2020,1860,1903.689941,1860,1902.880005,1902.880005,4061800
1/7/2020,1904.5,1913.890015,1892.040039,1906.859985,1906.859985,4044900
1/8/2020,1898.040039,1911,1886.439941,1891.969971,1891.969971,3508000
1/9/2020,1909.890015,1917.819946,1895.800049,1901.050049,1901.050049,3167300
1/10/2020,1905.369995,1906.939941,1880,1883.160034,1883.160034,2853700
1/13/2020,1891.310059,1898,1880.800049,1891.300049,1891.300049,2780800
1/14/2020,1885.880005,1887.109985,1858.550049,1869.439941,1869.439941,3440900
1/15/2020,1872.25,1878.859985,1855.089966,1862.02002,1862.02002,2896600
1/16/2020,1882.98999,1885.589966,1866.02002,1877.939941,1877.939941,2659500
1/17/2020,1885.890015,1886.640015,1857.25,1864.719971,1864.719971,3997300
1/21/2020,1865,1894.27002,1860,1892,1892,3707800
1/22/2020,1896.089966,1902.5,1883.339966,1887.459961,1887.459961,3216300
1/23/2020,1885.109985,1889.97998,1872.76001,1884.579956,1884.579956,2484600
1/24/2020,1891.369995,1894.98999,1847.439941,1861.640015,1861.640015,3766200
1/27/2020,1820,1841,1815.339966,1828.339966,1828.339966,3528500
1/28/2020,1840.5,1858.109985,1830.02002,1853.25,1853.25,2808000
1/29/2020,1864,1874.75,1855.02002,1858,1858,2088000
1/30/2020,1858,1872.869995,1850.609985,1870.680054,1870.680054,6327400
1/31/2020,2051.469971,2055.719971,2002.27002,2008.719971,2008.719971,15567300
2/3/2020,2010.599976,2048.5,2000.25,2004.199951,2004.199951,5899100
2/4/2020,2029.880005,2059.800049,2015.369995,2049.669922,2049.669922,5289300
2/5/2020,2071.02002,2071.02002,2032,2039.869995,2039.869995,4376200
2/6/2020,2041.02002,2056.300049,2024.800049,2050.22998,2050.22998,3183000
2/7/2020,2041.98999,2098.530029,2038.099976,2079.280029,2079.280029,5095300
2/10/2020,2085.01001,2135.600098,2084.959961,2133.909912,2133.909912,5056200
2/11/2020,2150.899902,2185.949951,2136,2150.800049,2150.800049,5746000
2/12/2020,2163.199951,2180.25,2155.290039,2160,2160,3334300
2/13/2020,2144.98999,2170.280029,2142,2149.870117,2149.870117,3031800
2/14/2020,2155.679932,2159.040039,2125.889893,2134.870117,2134.870117,2606200
2/18/2020,2125.02002,2166.070068,2124.110107,2155.669922,2155.669922,2945600
2/19/2020,2167.800049,2185.100098,2161.120117,2170.219971,2170.219971,2561200
2/20/2020,2173.070068,2176.790039,2127.449951,2153.100098,2153.100098,3131300
2/21/2020,2142.149902,2144.550049,2088,2095.969971,2095.969971,4646300
2/24/2020,2003.180054,2039.300049,1987.969971,2009.290039,2009.290039,6547000
2/25/2020,2026.420044,2034.599976,1958.420044,1972.73999,1972.73999,6219100
2/26/2020,1970.280029,2014.670044,1960.449951,1979.589966,1979.589966,5224600
2/27/2020,1934.380005,1975,1882.76001,1884.300049,1884.300049,8144000
2/28/2020,1814.630005,1889.76001,1811.130005,1883.75,1883.75,9493800
3/2/2020,1906.48999,1954.51001,1870,1953.949951,1953.949951,6761700
3/3/2020,1975.369995,1996.329956,1888.089966,1908.98999,1908.98999,7534500
3/4/2020,1946.569946,1978,1922,1975.829956,1975.829956,4772900
3/5/2020,1933,1960.719971,1910,1924.030029,1924.030029,4748200
3/6/2020,1875,1910.869995,1869.5,1901.089966,1901.089966,5273600
3/9/2020,1773.859985,1862.77002,1761.290039,1800.609985,1800.609985,7813200
3/10/2020,1870.880005,1894.27002,1818.170044,1891.819946,1891.819946,7133300
3/11/2020,1857.849976,1871.319946,1801.5,1820.859985,1820.859985,5624800
3/12/2020,1721.97998,1765,1675,1676.609985,1676.609985,11346200
3/13/2020,1755,1786.310059,1680.619995,1785,1785,8809700
3/16/2020,1641.51001,1759.449951,1626.030029,1689.150024,1689.150024,8917300
3/17/2020,1775.469971,1857.780029,1689.23999,1807.839966,1807.839966,10917100
3/18/2020,1750,1841.660034,1745,1830,1830,9645200
3/19/2020,1860,1945,1832.650024,1880.930054,1880.930054,10399900
3/20/2020,1926.310059,1957,1820.72998,1846.089966,1846.089966,9817900
3/23/2020,1827.75,1919.400024,1812,1902.829956,1902.829956,7808500
3/24/2020,1951.5,1955,1900.339966,1940.099976,1940.099976,7147100
3/25/2020,1920.689941,1950.26001,1885.780029,1885.839966,1885.839966,6479100
3/26/2020,1902,1956.48999,1889.290039,1955.48999,1955.48999,6221300
3/27/2020,1930.859985,1939.790039,1899.920044,1900.099976,1900.099976,5387900
3/30/2020,1922.829956,1973.630005,1912.339966,1963.949951,1963.949951,6126100
3/31/2020,1964.349976,1993.02002,1944.01001,1949.719971,1949.719971,5123600
4/1/2020,1932.969971,1944.959961,1893,1907.699951,1907.699951,4121900
4/2/2020,1901.640015,1927.530029,1890,1918.829956,1918.829956,4336000
4/3/2020,1911.150024,1926.329956,1889.150024,1906.589966,1906.589966,3609900
4/6/2020,1936,1998.52002,1930.02002,1997.589966,1997.589966,5773200
4/7/2020,2017.109985,2035.719971,1997.619995,2011.599976,2011.599976,5114000
4/8/2020,2021,2044,2011.150024,2043,2043,3977300
4/9/2020,2044.300049,2053,2017.660034,2042.76001,2042.76001,4655600
4/13/2020,2040,2180,2038,2168.870117,2168.870117,6716700
4/14/2020,2200.469971,2292,2186.209961,2283.320068,2283.320068,8087200
4/15/2020,2257.679932,2333.370117,2245,2307.679932,2307.679932,6866600
4/16/2020,2346,2461,2335,2408.189941,2408.189941,12038200
4/17/2020,2372.330078,2400,2316.02002,2375,2375,7930000
4/20/2020,2389.949951,2444.97998,2386.050049,2393.610107,2393.610107,5770700
4/21/2020,2416.610107,2428.310059,2279.659912,2328.120117,2328.120117,7476700
4/22/2020,2369,2394,2351,2363.48999,2363.48999,4218300
4/23/2020,2399.97998,2424.219971,2382.080078,2399.449951,2399.449951,5066600
4/24/2020,2417,2420.429932,2382,2410.219971,2410.219971,3831800
4/27/2020,2443.199951,2444.879883,2363,2376,2376,5645600
4/28/2020,2372.100098,2373.5,2306,2314.080078,2314.080078,5269400
4/29/2020,2330.01001,2391.889893,2310,2372.709961,2372.709961,4591600
4/30/2020,2419.840088,2475,2396.01001,2474,2474,9534600
5/1/2020,2336.800049,2362.439941,2258.189941,2286.040039,2286.040039,9772600
5/4/2020,2256.379883,2326.97998,2256.379883,2315.98999,2315.98999,4865900
5/5/2020,2340,2351,2307.129883,2317.800049,2317.800049,3242500
5/6/2020,2329.439941,2357.449951,2320,2351.26001,2351.26001,3117800
5/7/2020,2374.780029,2376,2343.110107,2367.610107,2367.610107,3396400
5/8/2020,2372.139893,2387.23999,2357,2379.610107,2379.610107,3211200
5/11/2020,2374.699951,2419.669922,2372.110107,2409,2409,3253700
5/12/2020,2411.850098,2419,2355,2356.949951,2356.949951,3074900
5/13/2020,2366.800049,2407.699951,2337.800049,2367.919922,2367.919922,4782900
5/14/2020,2361.01001,2391.370117,2353.209961,2388.850098,2388.850098,3648100
5/15/2020,2368.52002,2411,2356.370117,2409.780029,2409.780029,4235000
5/18/2020,2404.350098,2433,2384.01001,2426.26001,2426.26001,4357200
